legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeRaw,segmentsArrivalTimeRaw,segmentsAirlineName,segmentsAirlineCode,segmentsCabinCode
1d935d79-422d-4a8b-ab9d-cc9afa2ada00,2025-09-06,2025-10-06,SFO,ORD,FARE429,PT3H52M,30,1,1,1,208.75,247.86,10,1173,2025-10-06T10:15:00,2025-10-06T14:07:00,Delta,DL,business
e5f7032f-1868-4f4a-9fe7-d1eaa8ea3fe5,2025-09-06,2025-09-22,SFO,ORD,FARE910,PT2H40M,16,0,0,0,445.77,473.60999999999996,5,1510,2025-09-22T20:00:00,2025-09-22T22:40:00,American Airlines,AA,coach
4a767f36-579c-4676-8600-9333de4abc2b,2025-09-06,2025-09-13,MIA,DFW,FARE505,PT1H47M,7,0,0,0,329.88,361.53,5,751,2025-09-13T08:45:00,2025-09-13T10:32:00,JetBlue Airways,B6,coach
65828500-03c3-44ad-bca5-47fe9a29b656,2025-09-06,2025-09-10,MIA,DFW,FARE768,PT1H30M,4,0,0,1,272.5,293.32,8,1580,2025-09-10T11:00:00,2025-09-10T12:30:00,Delta,DL,business
3dc72338-d9f9-4301-b28f-f7f29528370f,2025-09-06,2025-10-04,MIA,DFW,FARE462,PT1H42M,28,0,1,1,484.94,519.09,5,849,2025-10-04T14:00:00,2025-10-04T15:42:00,United,UA,business
145501aa-df1f-440b-83fd-86cf33bbc9f1,2025-09-07,2025-09-22,ATL,BOS,FARE518,PT2H25M,15,1,1,1,431.52,480.51,1,1051,2025-09-22T09:00:00,2025-09-22T11:25:00,Delta,DL,coach
814add5e-ca36-49ee-a252-796e13d6c897,2025-09-07,2025-09-11,ATL,BOS,FARE209,PT3H38M,4,0,0,0,179.68,221.39000000000001,3,279,2025-09-11T19:45:00,2025-09-11T23:23:00,JetBlue Airways,B6,business
5b00dd32-c910-4368-9487-a353afea53f9,2025-09-07,2025-09-14,ATL,BOS,FARE397,PT5H59M,7,1,1,1,134.74,156.13,4,240,2025-09-14T06:00:00,2025-09-14T11:59:00,American Airlines,AA,coach
29c29d40-8026-4ba3-825b-9dbe5eee0c02,2025-09-07,2025-09-21,LAX,JFK,FARE780,PT3H2M,14,1,1,1,309.84,349.03,5,1336,2025-09-21T08:15:00,2025-09-21T11:17:00,Delta,DL,business
b04da794-b22e-49c1-a3c7-e3f1e0f532ab,2025-09-07,2025-09-27,LAX,JFK,FARE186,PT5H56M,20,0,0,1,460.34,494.78,7,1726,2025-09-27T17:45:00,2025-09-27T23:41:00,United,UA,business
4c5ecd6b-402d-4dd8-b056-20203c681e37,2025-09-07,2025-09-29,LAX,JFK,FARE333,PT2H5M,22,1,1,0,380.1,408.06,3,1948,2025-09-29T12:00:00,2025-09-29T14:05:00,Delta,DL,coach
555f78c8-268d-41db-867f-853d75dd0d1c,2025-09-07,2025-09-24,SFO,ORD,FARE739,PT5H5M,17,0,1,0,215.85,255.89,2,1053,2025-09-24T06:15:00,2025-09-24T11:20:00,Delta,DL,coach
259a3021-fbc4-4c34-bf6f-428440877924,2025-09-07,2025-10-02,SFO,ORD,FARE549,PT3H36M,25,0,1,1,478.97,525.1,9,1840,2025-10-02T14:15:00,2025-10-02T17:51:00,American Airlines,AA,business
636d1afb-f181-4423-b7dc-dd01e0d71872,2025-09-07,2025-10-01,SFO,ORD,FARE250,PT4H52M,24,0,1,0,101.93,131.39000000000001,4,639,2025-10-01T15:30:00,2025-10-01T20:22:00,JetBlue Airways,B6,coach
54af5e71-ddca-4b64-a2d5-ffa835e465a0,2025-09-07,2025-10-03,MIA,DFW,FARE538,PT5H5M,26,1,1,0,228.27,268.66,3,1451,2025-10-03T20:15:00,2025-10-04T01:20:00,United,UA,coach
e1f9eb16-10c2-4a72-8778-d7a4c868866a,2025-09-07,2025-09-30,MIA,DFW,FARE972,PT4H33M,23,0,1,1,408.72,457.02000000000004,5,925,2025-09-30T13:45:00,2025-09-30T18:18:00,Delta,DL,business
1ccdf448-4ffa-42e4-8108-686bc79938d6,2025-09-07,2025-09-08,MIA,DFW,FARE105,PT4H9M,1,0,1,0,186.88,210.55,1,1180,2025-09-08T07:45:00,2025-09-08T11:54:00,Delta,DL,coach
9c8d96c2-e78c-46ee-a607-10d3fc52610f,2025-09-08,2025-09-23,ATL,BOS,FARE787,PT4H45M,15,1,0,1,291.95,317.07,4,1993,2025-09-23T15:00:00,2025-09-23T19:45:00,Delta,DL,business
33e2ee46-0052-4272-8f71-5d4555fd3409,2025-09-08,2025-09-14,ATL,BOS,FARE253,PT2H11M,6,1,0,1,212.11,244.57000000000002,2,523,2025-09-14T07:00:00,2025-09-14T09:11:00,American Airlines,AA,business
48350698-16ad-4676-9e2c-fbe42286b267,2025-09-08,2025-09-25,ATL,BOS,FARE798,PT4H59M,17,0,0,0,409.04,438.13,5,327,2025-09-25T07:15:00,2025-09-25T12:14:00,JetBlue Airways,B6,business
468618f7-9c1f-4156-a67d-b954dbe2cd42,2025-09-08,2025-09-27,LAX,JFK,FARE820,PT4H36M,19,1,0,0,250.85,282.76,9,1294,2025-09-27T10:15:00,2025-09-27T14:51:00,Delta,DL,business
6204a60c-a27d-48e6-952d-881ff984e33d,2025-09-08,2025-10-01,LAX,JFK,FARE257,PT4H50M,23,0,1,1,149.74,195.60000000000002,10,261,2025-10-01T19:45:00,2025-10-02T00:35:00,Delta,DL,business
644f1810-473c-40df-ac29-18ea39c6e772,2025-09-08,2025-09-18,LAX,JFK,FARE408,PT4H15M,10,0,0,1,119.17,143.05,7,597,2025-09-18T12:15:00,2025-09-18T16:30:00,American Airlines,AA,business
2ffd8ea8-c9d6-4af2-a8a8-eaa7ad52c396,2025-09-08,2025-09-14,SFO,ORD,FARE902,PT2H23M,6,1,1,1,264.69,292.5,1,572,2025-09-14T07:45:00,2025-09-14T10:08:00,American Airlines,AA,coach
82c06c94-73f8-49b3-a257-97e8c7c46b14,2025-09-08,2025-09-19,SFO,ORD,FARE791,PT1H50M,11,0,1,0,182.0,230.86,10,910,2025-09-19T12:30:00,2025-09-19T14:20:00,American Airlines,AA,business
19802518-c3e5-4a1a-bc4e-d5c44108fd7d,2025-09-08,2025-09-15,SFO,ORD,FARE512,PT3H22M,7,1,0,0,205.12,234.05,9,1884,2025-09-15T12:45:00,2025-09-15T16:07:00,Delta,DL,coach
4954eab6-1ab5-4de6-ab06-520f76e74af7,2025-09-08,2025-10-01,MIA,DFW,FARE197,PT2H4M,23,0,1,1,435.65,471.34,7,248,2025-10-01T16:45:00,2025-10-01T18:49:00,JetBlue Airways,B6,business
f0cb8abe-7dd6-4904-89e4-7beb02939bd2,2025-09-08,2025-09-28,MIA,DFW,FARE519,PT2H53M,20,1,0,0,197.12,238.59,2,527,2025-09-28T09:00:00,2025-09-28T11:53:00,United,UA,coach
ddbe905d-07ab-4837-9abb-ecbb635586cb,2025-09-08,2025-10-06,MIA,DFW,FARE908,PT2H43M,28,1,1,0,358.39,382.46999999999997,2,1385,2025-10-06T19:15:00,2025-10-06T21:58:00,JetBlue Airways,B6,business
c68ad793-2818-4d0b-8dde-f9565e9de2cb,2025-09-09,2025-09-25,ATL,BOS,FARE405,PT4H33M,16,0,0,1,117.22,143.09,4,1522,2025-09-25T20:45:00,2025-09-26T01:18:00,JetBlue Airways,B6,business
977a3972-a4c8-4f66-a6f6-936b6f9d81b6,2025-09-09,2025-09-26,ATL,BOS,FARE294,PT5H12M,17,1,1,1,272.39,302.0,4,677,2025-09-26T17:15:00,2025-09-26T22:27:00,United,UA,business
01c94da2-ba56-4928-b204-87a4cf3e6dce,2025-09-09,2025-09-23,ATL,BOS,FARE246,PT4H7M,14,0,0,1,126.83,150.21,3,584,2025-09-23T17:00:00,2025-09-23T21:07:00,Delta,DL,business
012def97-6d76-47b1-9226-3ff2a61ad95c,2025-09-09,2025-09-11,LAX,JFK,FARE103,PT1H41M,2,1,1,1,252.26,288.35,5,1700,2025-09-11T11:15:00,2025-09-11T12:56:00,United,UA,business
2bc39d58-198a-446a-85f5-fe6ce7121136,2025-09-09,2025-09-20,LAX,JFK,FARE337,PT1H54M,11,0,1,1,483.51,507.05,10,992,2025-09-20T05:30:00,2025-09-20T07:24:00,JetBlue Airways,B6,business
0c1f4728-3cfa-40a9-aa26-a04a8452a2c5,2025-09-09,2025-09-28,LAX,JFK,FARE733,PT2H20M,19,0,1,0,402.42,428.26,2,556,2025-09-28T19:30:00,2025-09-28T21:50:00,Delta,DL,business
3b36b5b7-6e0e-4674-a8d2-845d7f8960ba,2025-09-09,2025-09-27,SFO,ORD,FARE464,PT2H12M,18,1,1,0,416.49,455.34000000000003,2,707,2025-09-27T07:30:00,2025-09-27T09:42:00,Delta,DL,business
0a490dc6-fc5f-40c8-8fdb-907927a42ab9,2025-09-09,2025-10-06,SFO,ORD,FARE392,PT2H14M,27,0,1,0,398.73,444.75,8,1197,2025-10-06T17:30:00,2025-10-06T19:44:00,United,UA,coach
b8d780fa-6151-4b75-8c0d-665e5f039c48,2025-09-09,2025-09-13,SFO,ORD,FARE158,PT3H35M,4,1,1,0,183.32,213.0,6,731,2025-09-13T07:30:00,2025-09-13T11:05:00,United,UA,coach
6ab6495a-d5e0-42aa-a9a9-4e265fe2524d,2025-09-09,2025-10-06,MIA,DFW,FARE770,PT4H24M,27,1,0,0,186.91,220.9,7,762,2025-10-06T05:30:00,2025-10-06T09:54:00,Delta,DL,coach
4a94883b-31b1-4d39-9b9a-b0e6a4e006c1,2025-09-09,2025-09-20,MIA,DFW,FARE116,PT5H51M,11,1,1,1,385.73,427.56,5,1792,2025-09-20T08:15:00,2025-09-20T14:06:00,United,UA,business
5e9ca0f7-e81c-4207-94a8-f952d97672f8,2025-09-09,2025-10-09,MIA,DFW,FARE399,PT4H6M,30,1,0,0,276.34,320.60999999999996,8,491,2025-10-09T12:15:00,2025-10-09T16:21:00,JetBlue Airways,B6,business
607e05dd-21f2-44cc-bf34-7b2fa9f96f7d,2025-09-10,2025-09-20,ATL,BOS,FARE729,PT4H52M,10,0,1,0,322.96,363.5,3,1721,2025-09-20T08:45:00,2025-09-20T13:37:00,Delta,DL,business
f20bfbfd-6f67-4b5a-be64-d151f1679024,2025-09-10,2025-09-30,ATL,BOS,FARE498,PT4H27M,20,0,1,0,250.45,278.44,8,204,2025-09-30T19:15:00,2025-09-30T23:42:00,United,UA,business
dc1a8a77-b498-4a9c-a044-ba410c8b9ab4,2025-09-10,2025-09-27,ATL,BOS,FARE998,PT5H59M,17,1,1,1,281.63,326.48,2,1545,2025-09-27T12:15:00,2025-09-27T18:14:00,United,UA,business
e028f90d-1583-48df-89a3-72c1cc395a0d,2025-09-10,2025-10-04,LAX,JFK,FARE838,PT5H32M,24,0,1,0,248.45,281.87,7,1174,2025-10-04T12:30:00,2025-10-04T18:02:00,American Airlines,AA,business
13e5a321-ea79-4085-83ea-d4b4f7e06b2a,2025-09-10,2025-09-16,LAX,JFK,FARE790,PT1H34M,6,1,0,1,406.25,446.53,1,815,2025-09-16T10:30:00,2025-09-16T12:04:00,Delta,DL,coach
1a987a84-c223-4ac2-93d3-30017b99aa9e,2025-09-10,2025-10-03,LAX,JFK,FARE891,PT3H24M,23,1,0,1,228.15,271.34000000000003,6,523,2025-10-03T16:00:00,2025-10-03T19:24:00,United,UA,business
4a14def6-b32d-4548-a5b2-1bfedb5a4760,2025-09-10,2025-10-10,SFO,ORD,FARE912,PT4H29M,30,0,0,0,144.91,182.5,3,571,2025-10-10T05:15:00,2025-10-10T09:44:00,American Airlines,AA,business
539bb406-f1cc-43e7-adae-a7c5172ff90a,2025-09-10,2025-09-25,SFO,ORD,FARE795,PT3H31M,15,1,0,0,352.32,396.81,10,212,2025-09-25T11:00:00,2025-09-25T14:31:00,American Airlines,AA,coach
ac43a81a-d2b1-408a-9c92-719cb8a0d77e,2025-09-10,2025-10-05,SFO,ORD,FARE687,PT3H45M,25,0,1,0,358.29,392.0,10,1780,2025-10-05T20:00:00,2025-10-05T23:45:00,Delta,DL,business
971c1a9a-3016-405e-a89e-b40658eb762a,2025-09-10,2025-09-22,MIA,DFW,FARE168,PT5H37M,12,1,0,0,279.99,315.95,2,1021,2025-09-22T20:00:00,2025-09-23T01:37:00,JetBlue Airways,B6,coach
bcd5a5a4-dd22-41ac-aeda-ddedfaf98206,2025-09-10,2025-09-18,MIA,DFW,FARE163,PT3H35M,8,0,0,0,231.82,271.45,10,1435,2025-09-18T14:30:00,2025-09-18T18:05:00,American Airlines,AA,coach
5089128f-ed86-4f7e-a25a-1f251fdda0fd,2025-09-10,2025-10-01,MIA,DFW,FARE435,PT5H0M,21,0,1,0,457.48,495.07000000000005,7,1358,2025-10-01T12:00:00,2025-10-01T17:00:00,JetBlue Airways,B6,business
a86f4577-e000-48b3-a37c-881c437df040,2025-09-11,2025-10-09,ATL,BOS,FARE770,PT2H44M,28,1,1,0,253.5,274.01,8,1584,2025-10-09T18:30:00,2025-10-09T21:14:00,JetBlue Airways,B6,coach
780d2c86-9e0d-439e-8b80-9a77268fe1a0,2025-09-11,2025-09-13,ATL,BOS,FARE725,PT4H27M,2,0,0,1,333.56,368.75,3,1346,2025-09-13T12:30:00,2025-09-13T16:57:00,American Airlines,AA,business
f81df4b7-b374-4723-bc3f-0154962b245b,2025-09-11,2025-09-22,ATL,BOS,FARE765,PT3H45M,11,0,1,1,144.6,170.18,9,201,2025-09-22T05:00:00,2025-09-22T08:45:00,United,UA,business
b129ecbc-a369-43e8-a20e-268f932b9bc3,2025-09-11,2025-09-15,LAX,JFK,FARE249,PT2H0M,4,0,0,0,307.11,328.75,10,1608,2025-09-15T09:45:00,2025-09-15T11:45:00,JetBlue Airways,B6,coach
a9c61734-4f5c-4b67-945c-17ce5c673260,2025-09-11,2025-10-09,LAX,JFK,FARE878,PT1H38M,28,1,0,0,250.15,299.81,9,946,2025-10-09T17:30:00,2025-10-09T19:08:00,JetBlue Airways,B6,business
e2038f93-d3cc-4707-9dc1-37f3c86f3400,2025-09-11,2025-09-29,LAX,JFK,FARE565,PT3H13M,18,1,0,1,191.43,236.45000000000002,3,810,2025-09-29T11:00:00,2025-09-29T14:13:00,Delta,DL,coach
3deb017d-f255-43a1-9136-07b74d42ab0b,2025-09-11,2025-10-10,SFO,ORD,FARE221,PT5H59M,29,1,1,1,423.18,460.68,3,1109,2025-10-10T07:30:00,2025-10-10T13:29:00,JetBlue Airways,B6,business
bb8bc2df-42a4-4e95-a97f-89109cdc5548,2025-09-11,2025-09-17,SFO,ORD,FARE617,PT5H58M,6,0,0,1,177.7,202.29999999999998,4,1088,2025-09-17T15:30:00,2025-09-17T21:28:00,Delta,DL,business
92ccc689-2939-433c-b216-2740c4851fc9,2025-09-11,2025-09-22,SFO,ORD,FARE107,PT4H26M,11,1,0,0,486.32,523.22,9,1636,2025-09-22T16:15:00,2025-09-22T20:41:00,Delta,DL,business
271c19d8-8d8d-4ff7-aa3d-f7d19b59b422,2025-09-11,2025-09-25,MIA,DFW,FARE809,PT1H57M,14,0,1,0,145.59,171.89000000000001,6,1445,2025-09-25T10:00:00,2025-09-25T11:57:00,JetBlue Airways,B6,business
2d599063-9ea9-4c1e-b0ac-007c3a0ba227,2025-09-11,2025-10-04,MIA,DFW,FARE568,PT3H22M,23,1,0,0,189.74,231.89000000000001,2,856,2025-10-04T18:15:00,2025-10-04T21:37:00,American Airlines,AA,business
e107380c-bf58-4874-8a79-1fd57211f943,2025-09-11,2025-09-26,MIA,DFW,FARE371,PT5H6M,15,0,1,1,390.93,412.25,7,929,2025-09-26T10:00:00,2025-09-26T15:06:00,JetBlue Airways,B6,coach
c6310345-da6f-46a7-8843-6ac520f2fbed,2025-09-12,2025-09-30,ATL,BOS,FARE358,PT2H51M,18,1,0,1,176.94,202.57,6,1193,2025-09-30T13:30:00,2025-09-30T16:21:00,Delta,DL,business
d6110cc0-4cbb-420c-9a88-e268532bbeb3,2025-09-12,2025-09-18,ATL,BOS,FARE916,PT3H41M,6,1,1,0,338.65,364.17999999999995,8,437,2025-09-18T08:30:00,2025-09-18T12:11:00,Delta,DL,coach
21a259ef-86d8-4bf0-817b-8784c8c07fcf,2025-09-12,2025-09-22,ATL,BOS,FARE454,PT3H37M,10,0,1,0,199.62,237.73000000000002,8,942,2025-09-22T19:45:00,2025-09-22T23:22:00,American Airlines,AA,coach
445d10aa-6eb4-4af3-b220-1f77044e670d,2025-09-12,2025-09-15,LAX,JFK,FARE256,PT1H55M,3,0,0,1,169.14,217.77999999999997,7,1115,2025-09-15T05:15:00,2025-09-15T07:10:00,JetBlue Airways,B6,business
10fb2692-221b-4f5b-ab73-2d213d1837ac,2025-09-12,2025-09-17,LAX,JFK,FARE785,PT4H29M,5,0,1,0,414.41,444.15000000000003,2,943,2025-09-17T12:45:00,2025-09-17T17:14:00,American Airlines,AA,business
89607101-341d-4837-825c-dc4e9225fd25,2025-09-12,2025-10-06,LAX,JFK,FARE474,PT5H32M,24,1,1,1,304.22,346.85,4,225,2025-10-06T20:45:00,2025-10-07T02:17:00,United,UA,business
6e85e41b-f7e8-4d6d-bd30-3acf78478015,2025-09-12,2025-09-17,SFO,ORD,FARE294,PT5H9M,5,1,0,1,308.8,334.77,4,336,2025-09-17T20:00:00,2025-09-18T01:09:00,JetBlue Airways,B6,coach
a5dcdc3d-a947-4cd6-8ade-8ccc86e72599,2025-09-12,2025-09-14,SFO,ORD,FARE740,PT5H40M,2,1,0,1,190.0,226.87,8,688,2025-09-14T06:15:00,2025-09-14T11:55:00,Delta,DL,business
74e1d188-0657-437c-82e1-9decb1e1aa4d,2025-09-12,2025-09-22,SFO,ORD,FARE182,PT5H16M,10,1,1,0,331.3,378.52,6,1056,2025-09-22T20:45:00,2025-09-23T02:01:00,American Airlines,AA,business
72abcfa1-c4f0-430d-bbba-27de3ef05e8d,2025-09-12,2025-09-27,MIA,DFW,FARE584,PT4H46M,15,1,0,0,453.41,493.03000000000003,5,1982,2025-09-27T06:00:00,2025-09-27T10:46:00,American Airlines,AA,coach
2a34fe27-98eb-4f9f-9a0b-75be778c4e47,2025-09-12,2025-10-03,MIA,DFW,FARE626,PT5H18M,21,0,0,1,212.78,241.54,2,845,2025-10-03T20:30:00,2025-10-04T01:48:00,Delta,DL,coach
2eca2451-f703-49d2-9515-e96852179c21,2025-09-12,2025-10-03,MIA,DFW,FARE929,PT3H46M,21,1,0,1,280.39,313.02,1,988,2025-10-03T06:00:00,2025-10-03T09:46:00,American Airlines,AA,business
894e5ce7-e91e-44d9-8936-846b19b99dc5,2025-09-13,2025-09-16,ATL,BOS,FARE583,PT4H42M,3,0,1,0,434.11,483.63,1,1220,2025-09-16T08:45:00,2025-09-16T13:27:00,American Airlines,AA,coach
ce858283-f4be-4b39-8c73-9d3256dbdbdf,2025-09-13,2025-10-07,ATL,BOS,FARE192,PT1H51M,24,1,0,1,472.35,518.3000000000001,2,1953,2025-10-07T20:30:00,2025-10-07T22:21:00,American Airlines,AA,coach
5036865a-8f6b-4e02-bd6a-256b533aa575,2025-09-13,2025-10-09,ATL,BOS,FARE418,PT3H32M,26,1,0,1,453.5,485.65999999999997,10,216,2025-10-09T05:45:00,2025-10-09T09:17:00,Delta,DL,coach
5cb995ed-868e-4030-80c4-4c78349ccccc,2025-09-13,2025-09-25,LAX,JFK,FARE917,PT6H0M,12,0,1,0,307.07,353.15999999999997,8,1698,2025-09-25T12:00:00,2025-09-25T18:00:00,JetBlue Airways,B6,business
73cc8f71-0127-4924-8f48-8d23b2948fc1,2025-09-13,2025-10-09,LAX,JFK,FARE184,PT4H43M,26,1,1,0,252.74,278.74,2,238,2025-10-09T17:00:00,2025-10-09T21:43:00,American Airlines,AA,coach
1d473959-46e6-402e-bcfd-46540cc9e333,2025-09-13,2025-09-26,LAX,JFK,FARE704,PT2H56M,13,1,1,1,440.54,464.0,1,1126,2025-09-26T08:30:00,2025-09-26T11:26:00,United,UA,coach
bfacdc29-51b8-43f8-91a1-23956eca94a7,2025-09-13,2025-10-03,SFO,ORD,FARE285,PT4H8M,20,0,0,0,154.17,182.98,8,334,2025-10-03T05:00:00,2025-10-03T09:08:00,United,UA,business
b54ee5dd-351c-4fd3-a00a-3d792a94f5b6,2025-09-13,2025-09-23,SFO,ORD,FARE896,PT3H38M,10,0,1,0,437.41,475.72,7,1703,2025-09-23T16:15:00,2025-09-23T19:53:00,American Airlines,AA,business
82f90262-21df-4c9a-bc3b-7a5262af9689,2025-09-13,2025-09-19,SFO,ORD,FARE334,PT5H16M,6,1,0,1,226.9,258.38,7,1904,2025-09-19T11:15:00,2025-09-19T16:31:00,Delta,DL,coach
8269e77d-02a8-462b-8536-a1333cbed56a,2025-09-13,2025-10-01,MIA,DFW,FARE474,PT2H17M,18,1,1,0,158.71,193.19,9,1153,2025-10-01T10:45:00,2025-10-01T13:02:00,JetBlue Airways,B6,business
20b137d2-4217-4822-acfa-c9e28bcf1201,2025-09-13,2025-10-12,MIA,DFW,FARE203,PT2H7M,29,1,0,0,169.89,211.7,8,1066,2025-10-12T13:30:00,2025-10-12T15:37:00,Delta,DL,business
e67a2969-7ea5-41ba-b533-3b5e6aa2a350,2025-09-13,2025-09-15,MIA,DFW,FARE749,PT4H3M,2,0,1,1,111.9,138.8,7,1439,2025-09-15T08:30:00,2025-09-15T12:33:00,Delta,DL,business
5786ad9b-949e-4cb3-a824-068fed4a6d01,2025-09-14,2025-09-28,ATL,BOS,FARE556,PT2H35M,14,1,0,1,192.42,234.66,2,539,2025-09-28T08:00:00,2025-09-28T10:35:00,American Airlines,AA,business
06d18317-3526-462b-a4bb-859176e52fbf,2025-09-14,2025-09-26,ATL,BOS,FARE119,PT4H45M,12,1,0,1,166.78,211.94,8,250,2025-09-26T17:00:00,2025-09-26T21:45:00,United,UA,business
6a3567b4-9a17-42e9-8624-07e496b5951b,2025-09-14,2025-10-02,ATL,BOS,FARE614,PT4H5M,18,0,0,1,137.79,164.2,2,1091,2025-10-02T13:45:00,2025-10-02T17:50:00,United,UA,coach
c1930995-1079-420a-93c1-4f45f7d0b650,2025-09-14,2025-09-21,LAX,JFK,FARE616,PT5H49M,7,1,0,0,295.74,340.11,2,218,2025-09-21T07:30:00,2025-09-21T13:19:00,United,UA,coach
36596e88-6b79-4d0f-8614-a5f95356e7ad,2025-09-14,2025-09-16,LAX,JFK,FARE371,PT2H13M,2,0,0,1,225.33,255.25,3,1151,2025-09-16T16:45:00,2025-09-16T18:58:00,Delta,DL,business
03d99aea-100e-417a-8fd4-d1336ea1e995,2025-09-14,2025-09-26,LAX,JFK,FARE478,PT3H40M,12,1,0,0,368.32,398.74,3,267,2025-09-26T05:15:00,2025-09-26T08:55:00,American Airlines,AA,business
113ddaf9-aedd-43a1-8dc4-6f5aebb75894,2025-09-14,2025-09-23,SFO,ORD,FARE189,PT4H48M,9,1,1,1,490.74,516.12,10,1075,2025-09-23T06:00:00,2025-09-23T10:48:00,JetBlue Airways,B6,business
1a6a174f-0249-44d3-b111-71c97adaba1d,2025-09-14,2025-10-07,SFO,ORD,FARE423,PT2H32M,23,0,0,0,414.29,456.95000000000005,9,1551,2025-10-07T06:45:00,2025-10-07T09:17:00,JetBlue Airways,B6,business
d984eaba-2ecb-48e1-91f4-89dc27895f9e,2025-09-14,2025-10-12,SFO,ORD,FARE242,PT1H40M,28,1,0,1,117.19,155.25,8,1806,2025-10-12T18:15:00,2025-10-12T19:55:00,American Airlines,AA,coach
8218e83f-48d3-452a-922a-90202fe64a94,2025-09-14,2025-10-04,MIA,DFW,FARE990,PT5H54M,20,0,0,0,374.34,407.45,5,1168,2025-10-04T11:00:00,2025-10-04T16:54:00,Delta,DL,business
ad54d7a8-a0b2-408a-b30d-642719814665,2025-09-14,2025-10-01,MIA,DFW,FARE280,PT4H29M,17,1,0,0,433.29,467.61,1,1916,2025-10-01T06:15:00,2025-10-01T10:44:00,JetBlue Airways,B6,coach
2cdb9ee3-b3ba-44f1-b6cb-a3c37c333373,2025-09-14,2025-10-09,MIA,DFW,FARE588,PT3H33M,25,0,0,1,415.47,448.35,5,551,2025-10-09T09:00:00,2025-10-09T12:33:00,JetBlue Airways,B6,coach
177921d0-172c-4f82-89d5-58acbe464624,2025-09-15,2025-10-14,ATL,BOS,FARE175,PT3H56M,29,0,1,0,450.71,471.09,7,643,2025-10-14T19:00:00,2025-10-14T22:56:00,JetBlue Airways,B6,business
9b8408e4-d5c9-4b5f-9f95-c6d4962e87c9,2025-09-15,2025-09-29,ATL,BOS,FARE145,PT2H45M,14,1,0,1,140.87,189.58,3,1259,2025-09-29T13:00:00,2025-09-29T15:45:00,American Airlines,AA,coach
6e13a8a6-dc0a-467b-b620-54f5f60e51e7,2025-09-15,2025-10-10,ATL,BOS,FARE895,PT2H21M,25,1,0,0,303.47,327.03000000000003,6,1953,2025-10-10T13:15:00,2025-10-10T15:36:00,JetBlue Airways,B6,business
6ffc444c-ac00-4434-ad95-571116ac7cbf,2025-09-15,2025-09-20,LAX,JFK,FARE823,PT4H55M,5,1,1,1,280.15,316.03,7,1634,2025-09-20T14:00:00,2025-09-20T18:55:00,Delta,DL,business
e729d5a2-2d34-4421-b6f0-d630b1998d6f,2025-09-15,2025-10-01,LAX,JFK,FARE535,PT3H36M,16,1,0,1,298.91,344.31,8,1306,2025-10-01T13:00:00,2025-10-01T16:36:00,JetBlue Airways,B6,coach
5a01f0dc-83c7-44e4-987e-5e38efd3db7b,2025-09-15,2025-10-14,LAX,JFK,FARE613,PT1H46M,29,0,0,1,157.0,202.46,6,1847,2025-10-14T09:00:00,2025-10-14T10:46:00,United,UA,coach
fb2a9a6e-5778-41c4-bc6b-5c636dd520c9,2025-09-15,2025-09-19,SFO,ORD,FARE240,PT4H30M,4,1,1,1,482.81,515.25,6,1651,2025-09-19T11:00:00,2025-09-19T15:30:00,United,UA,coach
43815808-56df-412d-9e54-bcf4ac059f3d,2025-09-15,2025-10-13,SFO,ORD,FARE833,PT5H16M,28,0,0,0,420.24,465.35,3,919,2025-10-13T19:15:00,2025-10-14T00:31:00,Delta,DL,coach
8a69335d-6bca-46df-a02f-bb5a6836aafa,2025-09-15,2025-10-03,SFO,ORD,FARE719,PT4H21M,18,0,0,1,194.44,227.84,3,625,2025-10-03T07:30:00,2025-10-03T11:51:00,Delta,DL,coach
1ffa4d26-2453-449c-8d1b-4b6b92c7c003,2025-09-15,2025-09-20,MIA,DFW,FARE412,PT2H10M,5,1,0,0,368.54,398.89000000000004,4,1695,2025-09-20T08:45:00,2025-09-20T10:55:00,American Airlines,AA,business
0f11ab11-79d7-4e85-8357-d884edb005bd,2025-09-15,2025-10-03,MIA,DFW,FARE884,PT5H47M,18,0,1,1,401.33,441.79999999999995,3,1524,2025-10-03T15:15:00,2025-10-03T21:02:00,American Airlines,AA,coach
7f8116c3-53e9-44cc-9888-f5fe90942c05,2025-09-15,2025-09-27,MIA,DFW,FARE370,PT4H25M,12,0,1,1,319.61,349.06,2,849,2025-09-27T09:30:00,2025-09-27T13:55:00,JetBlue Airways,B6,coach
61f9f424-7ca4-40e0-8e87-4caa4a68dd16,2025-09-16,2025-09-20,ATL,BOS,FARE347,PT5H7M,4,0,1,1,137.58,182.24,10,1035,2025-09-20T08:45:00,2025-09-20T13:52:00,American Airlines,AA,business
af7b684e-98e0-49bb-a848-3e8e19878e14,2025-09-16,2025-10-15,ATL,BOS,FARE575,PT2H47M,29,1,0,0,124.96,161.64,10,1639,2025-10-15T06:15:00,2025-10-15T09:02:00,United,UA,business
